,SOAP Vec. Elem. 0,SOAP Vec. Elem. 1,SOAP Vec. Elem. 2,SOAP Vec. Elem. 3,SOAP Vec. Elem. 4,SOAP Vec. Elem. 5,SOAP Vec. Elem. 6,SOAP Vec. Elem. 7,SOAP Vec. Elem. 8,SOAP Vec. Elem. 9,SOAP Vec. Elem. 10,SOAP Vec. Elem. 11,SOAP Vec. Elem. 12,SOAP Vec. Elem. 13,SOAP Vec. Elem. 14,SOAP Vec. Elem. 15,SOAP Vec. Elem. 16,SOAP Vec. Elem. 17,SOAP Vec. Elem. 18,SOAP Vec. Elem. 19,SOAP Vec. Elem. 20,SOAP Vec. Elem. 21,SOAP Vec. Elem. 22,SOAP Vec. Elem. 23,SOAP Vec. Elem. 24,SOAP Vec. Elem. 25,SOAP Vec. Elem. 26,SOAP Vec. Elem. 27,SOAP Vec. Elem. 28,SOAP Vec. Elem. 29,SOAP Vec. Elem. 30,SOAP Vec. Elem. 31,SOAP Vec. Elem. 32,SOAP Vec. Elem. 33,SOAP Vec. Elem. 34,SOAP Vec. Elem. 35,SOAP Vec. Elem. 36,SOAP Vec. Elem. 37,SOAP Vec. Elem. 38,SOAP Vec. Elem. 39,SOAP Vec. Elem. 40,SOAP Vec. Elem. 41,SOAP Vec. Elem. 42,SOAP Vec. Elem. 43,SOAP Vec. Elem. 44,SOAP Vec. Elem. 45,SOAP Vec. Elem. 46,SOAP Vec. Elem. 47,SOAP Vec. Elem. 48,SOAP Vec. Elem. 49,SOAP Vec. Elem. 50,SOAP Vec. Elem. 51,SOAP Vec. Elem. 52,SOAP Vec. Elem. 53,SOAP Vec. Elem. 54,SOAP Vec. Elem. 55,SOAP Vec. Elem. 56,SOAP Vec. Elem. 57,SOAP Vec. Elem. 58,SOAP Vec. Elem. 59,SOAP Vec. Elem. 60,SOAP Vec. Elem. 61,SOAP Vec. Elem. 62,SOAP Vec. Elem. 63,SOAP Vec. Elem. 64,SOAP Vec. Elem. 65,SOAP Vec. Elem. 66,SOAP Vec. Elem. 67,SOAP Vec. Elem. 68,SOAP Vec. Elem. 69,SOAP Vec. Elem. 70,SOAP Vec. Elem. 71,SOAP Vec. Elem. 72,SOAP Vec. Elem. 73,SOAP Vec. Elem. 74,SOAP Vec. Elem. 75,SOAP Vec. Elem. 76,SOAP Vec. Elem. 77,SOAP Vec. Elem. 78,SOAP Vec. Elem. 79,SOAP Vec. Elem. 80,SOAP Vec. Elem. 81,SOAP Vec. Elem. 82,SOAP Vec. Elem. 83,SOAP Vec. Elem. 84,SOAP Vec. Elem. 85,SOAP Vec. Elem. 86,SOAP Vec. Elem. 87,SOAP Vec. Elem. 88,SOAP Vec. Elem. 89,SOAP Vec. Elem. 90,SOAP Vec. Elem. 91,SOAP Vec. Elem. 92,SOAP Vec. Elem. 93,SOAP Vec. Elem. 94,SOAP Vec. Elem. 95,SOAP Vec. Elem. 96,SOAP Vec. Elem. 97,SOAP Vec. Elem. 98,SOAP Vec. Elem. 99,SOAP Vec. Elem. 100,SOAP Vec. Elem. 101,SOAP Vec. Elem. 102,SOAP Vec. Elem. 103,SOAP Vec. Elem. 104,SOAP Vec. Elem. 105,SOAP Vec. Elem. 106,SOAP Vec. Elem. 107,SOAP Vec. Elem. 108,SOAP Vec. Elem. 109,SOAP Vec. Elem. 110,SOAP Vec. Elem. 111,SOAP Vec. Elem. 112,SOAP Vec. Elem. 113,SOAP Vec. Elem. 114,SOAP Vec. Elem. 115,SOAP Vec. Elem. 116,SOAP Vec. Elem. 117,SOAP Vec. Elem. 118,SOAP Vec. Elem. 119,SOAP Vec. Elem. 120,SOAP Vec. Elem. 121,SOAP Vec. Elem. 122,SOAP Vec. Elem. 123,SOAP Vec. Elem. 124,SOAP Vec. Elem. 125,SOAP Vec. Elem. 126,SOAP Vec. Elem. 127,SOAP Vec. Elem. 128,SOAP Vec. Elem. 129,SOAP Vec. Elem. 130,SOAP Vec. Elem. 131,SOAP Vec. Elem. 132,SOAP Vec. Elem. 133,SOAP Vec. Elem. 134,SOAP Vec. Elem. 135,SOAP Vec. Elem. 136,SOAP Vec. Elem. 137,SOAP Vec. Elem. 138,SOAP Vec. Elem. 139,SOAP Vec. Elem. 140,SOAP Vec. Elem. 141,SOAP Vec. Elem. 142,SOAP Vec. Elem. 143,SOAP Vec. Elem. 144,SOAP Vec. Elem. 145,SOAP Vec. Elem. 146,SOAP Vec. Elem. 147,SOAP Vec. Elem. 148,SOAP Vec. Elem. 149,SOAP Vec. Elem. 150,SOAP Vec. Elem. 151,SOAP Vec. Elem. 152,SOAP Vec. Elem. 153,SOAP Vec. Elem. 154,SOAP Vec. Elem. 155,SOAP Vec. Elem. 156,SOAP Vec. Elem. 157,SOAP Vec. Elem. 158,SOAP Vec. Elem. 159,SOAP Vec. Elem. 160,SOAP Vec. Elem. 161,SOAP Vec. Elem. 162,SOAP Vec. Elem. 163,SOAP Vec. Elem. 164,SOAP Vec. Elem. 165,SOAP Vec. Elem. 166,SOAP Vec. Elem. 167,SOAP Vec. Elem. 168,SOAP Vec. Elem. 169,SOAP Vec. Elem. 170,SOAP Vec. Elem. 171,SOAP Vec. Elem. 172,SOAP Vec. Elem. 173,SOAP Vec. Elem. 174,SOAP Vec. Elem. 175,SOAP Vec. Elem. 176,SOAP Vec. Elem. 177,SOAP Vec. Elem. 178,SOAP Vec. Elem. 179,SOAP Vec. Elem. 180,SOAP Vec. Elem. 181,SOAP Vec. Elem. 182,SOAP Vec. Elem. 183,SOAP Vec. Elem. 184,SOAP Vec. Elem. 185,SOAP Vec. Elem. 186,SOAP Vec. Elem. 187,SOAP Vec. Elem. 188,International Number 62,International Number 63,International Number 64,International Number 71,International Number 136,International Number 139,International Number 166,International Number 176,International Number 191,International Number 194,International Number 217,International Number 221,International Number 225,International Number 227,International Number 229,Density (g/cm3),Energy Per Atom (eV),Total Magnetization (microB/f.u.),Surface Energy (J/m2)
Sm,0.022575581,0.47677791,0.592779236,0.437951993,0.480700933,0.708723881,10.06916155,12.51901518,9.249189759,10.1520126,14.96767174,15.56492467,11.49954208,12.62202411,18.60934585,8.495991527,9.325293922,13.74879482,10.23554537,15.0908287,22.24924053,2.78E-32,-3.49E-32,0,7.35E-32,8.60E-32,4.08E-33,7.43E-32,-1.19E-31,-1.52E-31,-5.47E-32,-3.63E-32,8.89E-31,0,-3.56E-31,0,4.39E-31,2.04E-31,1.38E-31,4.11E-31,0,6.72E-32,0.002077238,-0.003946808,0.011196246,-0.010796353,0.000609432,-0.115316318,0.007531502,-0.021657725,0.020165722,0.002049363,0.2235913,0.065015636,-0.053921111,-0.035461805,-0.677386448,0.060045774,-0.038532197,0.547646017,0.322083948,0.427376327,7.085839312,8.43E-32,6.61E-33,1.34E-32,1.39E-31,2.59E-32,-1.45E-31,1.59E-31,-2.60E-31,1.83E-31,-1.76E-31,1.32E-32,5.11E-31,-2.24E-31,3.42E-31,-9.33E-32,4.77E-31,-1.29E-31,-2.53E-31,2.66E-31,-1.06E-31,2.92E-31,0.001312984,-0.004955634,0.007298712,-0.01441998,0.035081804,-0.013231614,0.018705015,-0.027561102,0.054403015,-0.132021659,0.050753527,0.040800255,-0.079776671,0.188436636,-0.087834,0.159015074,-0.396367811,0.121593882,1.127747365,0.057000169,1.049368657,1.24E-33,-5.30E-33,4.13E-33,-1.19E-33,9.83E-35,-1.70E-33,4.59E-32,-1.06E-32,9.29E-33,5.44E-33,1.53E-32,2.50E-32,-4.83E-33,-7.71E-33,-2.94E-33,9.34E-33,-3.91E-33,3.31E-33,6.42E-32,3.96E-33,5.60E-33,0.000389571,-0.00202173,0.003384074,-0.005670752,0.012217403,0.000143399,0.010492023,-0.017562083,0.029429546,-0.063410042,-0.000758555,0.02939654,-0.049260252,0.106113045,0.001132805,0.082617391,-0.178853743,-0.00456829,0.399192018,0.050224944,0.151838314,8.40E-35,-2.21E-34,6.29E-34,-4.72E-34,6.61E-34,-8.97E-35,2.06E-33,4.61E-34,1.98E-33,-6.14E-34,1.01E-35,9.79E-33,-2.52E-33,7.87E-33,-1.47E-33,4.53E-33,-3.41E-33,5.42E-34,9.58E-33,-1.03E-33,7.01E-34,6.95E-05,-0.00040694,0.000773069,-0.001214309,0.001958369,-0.001434287,0.00238135,-0.004523901,0.007106092,-0.011461058,0.008392161,0.008594356,-0.013501132,0.021782888,-0.01593845,0.021216732,-0.034286248,0.024920454,0.056172905,-0.035677377,0.068729031,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.386517949,-29.73292432,2.36E-05,0.884212869
Sn,0.028434642,0.540025167,0.773864131,0.570029763,0.326165336,0.293398871,10.2560526,14.69707658,10.82589403,6.194468418,5.572174109,21.06113029,15.51366787,8.87676578,7.985008738,11.4273967,6.538642236,5.881772335,3.741345769,3.365491374,3.027395191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347347,-0.000711202,0.001285249,-0.002423495,0.003273933,-0.002047112,0.001456204,-0.00263158,0.004962168,-0.006703463,0.004191514,0.00475566,-0.008967384,0.012114165,-0.007574696,0.016909109,-0.022842752,0.014283024,0.030858592,-0.019295136,0.012064785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91E-05,-0.000227154,0.000347592,-0.00054066,0.000665013,-0.000432016,0.000873346,-0.001336394,0.00207869,-0.002556792,0.001660982,0.00204495,-0.003180811,0.003912403,-0.002541634,0.004947583,-0.006085535,0.003953377,0.007485218,-0.00486266,0.003158955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02E-06,-4.67E-05,7.64E-05,-0.000109331,0.000129061,-8.83E-05,0.000241242,-0.000395228,0.000565313,-0.000667331,0.00045655,0.000647506,-0.000926158,0.001093294,-0.00074797,0.001324727,-0.001563789,0.001069856,0.001845993,-0.001262924,0.000864021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-06,-8.71E-06,1.61E-05,-2.26E-05,2.63E-05,-1.89E-05,5.07E-05,-9.35E-05,0.000131551,-0.000153118,0.000110283,0.00017242,-0.000242525,0.000282285,-0.000203315,0.000341134,-0.00039706,0.000285981,0.000462155,-0.000332865,0.000239745,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.560776472,-24.74618378,0,0.551513275
Sr,0.028833171,0.545330691,0.764372517,0.429003784,0.46611775,0.496879923,10.31400818,14.45681403,8.113881379,8.815829299,9.397643794,20.26365195,11.37296695,12.35686481,13.1723755,6.383073376,6.935285674,7.392990741,7.53527095,8.032572987,8.562695252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000630949,-0.000993003,0.001334989,-0.01313794,0.009077565,0.048917955,0.001562813,-0.002101038,0.020676818,-0.014286499,-0.076988302,0.002824627,-0.02779782,0.019206704,0.103502723,0.273564948,-0.189017733,-1.018594871,0.130600443,0.703790798,3.792647846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76E-05,-0.000371007,0.000583602,-0.002054726,0.000879744,0.01576476,0.001410308,-0.002218444,0.007810617,-0.003344166,-0.05992649,0.003489657,-0.01228626,0.005260441,0.094265584,0.043257022,-0.01852077,-0.331886886,0.007929786,0.14209949,2.546382068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-06,-1.07E-05,1.85E-05,-5.19E-05,-7.94E-05,0.001416548,5.55E-05,-9.57E-05,0.00026867,0.000410887,-0.007328077,0.000164957,-0.000463201,-0.000708391,0.012633985,0.001300676,0.001989172,-0.035476425,0.003042115,-0.054255417,0.967632743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49E-07,-4.45E-06,9.16E-06,-1.65E-05,6.80E-05,-0.000418909,2.65E-05,-5.44E-05,9.79E-05,-0.000404063,0.002490545,0.000111911,-0.000201317,0.000830694,-0.005120198,0.00036215,-0.001494339,0.009210744,0.006166087,-0.038006268,0.234261434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.578214564,-15.14566107,0.0688787,0.348583167
Ta,0.022498394,0.331465225,0.230027278,0.74925557,0.832688125,4.157514881,4.883423813,3.388954874,11.03866174,12.26786014,61.25199765,2.351836657,7.660511954,8.51354009,42.50711466,24.95217652,27.73069951,138.4561547,30.81862197,153.8737921,768.2739323,9.14E-31,-1.47E-30,4.41E-30,-6.12E-30,6.41E-30,-2.58E-30,3.13E-30,-8.46E-30,1.03E-29,-1.03E-29,3.25E-30,2.38E-29,-3.03E-29,3.10E-29,-1.09E-29,4.12E-29,-4.30E-29,1.68E-29,4.50E-29,-1.81E-29,8.37E-30,0.026751714,-0.046269074,0.084786994,-0.199793793,0.429848972,-0.895061967,0.080039725,-0.146590373,0.345464728,-0.743846535,1.546640971,0.268941834,-0.633596541,1.360811711,-2.842510933,1.492776688,-3.20767774,6.694366931,6.918177023,-14.34056832,30.09832722,1.14E-31,-3.29E-31,4.53E-31,-5.74E-31,4.36E-31,-7.92E-32,1.01E-30,-1.32E-30,1.60E-30,-1.27E-30,1.96E-31,1.83E-30,-2.30E-30,1.74E-30,-3.18E-31,3.25E-30,-2.35E-30,5.56E-31,1.77E-30,-3.60E-31,1.33E-31,0.001015315,-0.003824233,0.005114047,-0.017523474,0.008879412,-0.024629121,0.014404197,-0.019262863,0.065995558,-0.033452462,0.092768757,0.025822837,-0.087941331,0.045240436,-0.123133365,0.304733898,-0.149899876,0.427896228,0.083188687,-0.210515158,0.616608739,2.32E-33,-9.58E-33,1.41E-32,-1.94E-32,1.33E-32,-4.29E-33,4.37E-32,-6.20E-32,8.03E-32,-6.10E-32,1.98E-32,1.08E-31,-1.24E-31,1.09E-31,-3.94E-32,1.95E-31,-1.59E-31,5.86E-32,1.74E-31,-7.47E-32,3.80E-32,4.97E-06,-2.58E-05,4.27E-05,-8.65E-05,8.87E-06,0.00010155,0.000133646,-0.000221531,0.00045005,-0.000106332,-0.000486365,0.000367502,-0.00075006,0.000276587,0.000632361,0.001641782,-0.00321227,0.000748957,0.130636528,-0.075290003,0.109919782,1.54E-34,-9.32E-34,1.38E-33,-1.66E-33,1.38E-33,-3.39E-34,6.75E-33,-8.00E-33,1.05E-32,-8.30E-33,2.71E-33,1.36E-32,-1.59E-32,1.34E-32,-3.19E-33,2.08E-32,-1.87E-32,5.39E-33,2.23E-32,-6.50E-33,3.05E-33,8.16E-06,-4.81E-05,9.47E-05,-0.000171406,0.000389874,-0.00069609,0.000283117,-0.000558106,0.001011178,-0.002311918,0.004105085,0.001102372,-0.002006694,0.0047124,-0.008135479,0.003697263,-0.009131401,0.015109722,0.031478137,-0.033075222,0.069766067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.26010966,-48.59183271,3.30E-06,
Tb,0.024327035,0.494108257,0.642918773,0.486963686,0.539222254,0.472171318,10.03587025,13.0583719,9.89075633,10.95218407,9.590307407,16.99115996,12.86955404,14.25065182,12.47861896,9.747740686,10.79382068,9.451636112,11.95216088,10.46593961,9.164526229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19E-05,-5.35E-05,0.000592049,0.000114737,-0.004699964,-0.006383405,0.000240497,-0.002660733,-0.000515642,0.021122164,0.028687737,0.029436997,0.0057048,-0.23368489,-0.317386534,0.001105573,-0.045287421,-0.061508544,1.855101841,2.519565315,3.422027424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34E-06,-2.85E-05,-1.85E-05,-0.000100369,0.0022296,0.00370893,9.72E-05,6.31E-05,0.000342556,-0.007609549,-0.01265845,4.10E-05,0.000222364,-0.004939609,-0.008217017,0.001207299,-0.026818982,-0.044613254,0.595758002,0.991040696,1.648591639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26E-06,-1.70E-05,2.69E-05,-5.27E-05,0.000513767,0.001166467,8.88E-05,-0.000140509,0.000275195,-0.00268045,-0.006085752,0.000222297,-0.000435379,0.004240683,0.009628139,0.000852713,-0.008305595,-0.018857203,0.080898176,0.183672966,0.41701507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01E-07,-1.78E-06,3.52E-06,-6.26E-06,3.73E-05,0.000137661,1.05E-05,-2.08E-05,3.70E-05,-0.000220264,-0.00081275,4.11E-05,-7.32E-05,0.000435929,0.001608528,0.000130217,-0.000775608,-0.002861909,0.004619751,0.017046366,0.062899186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.067236086,-31.22643415,0.0001,0.963370474
Tc,0.031587826,0.52556387,0.777956601,0.776041541,0.699407419,0.549190352,8.744425244,12.94378044,12.91191733,11.63686516,9.137526846,19.15980151,19.11263672,17.22526334,13.52566212,19.06558802,17.18286071,13.49236662,15.48605276,12.15999506,9.54830015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111996,4.20E-05,-0.000247416,-0.010929785,-0.018224628,-0.015164407,1.58E-05,-9.29E-05,-0.004102386,-0.006840432,-0.005691809,0.000546578,0.024145494,0.040260871,0.033500394,1.066644394,1.77855264,1.479903765,2.965608323,2.467632851,2.053275829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89E-06,-3.18E-05,-1.97E-05,-0.00107555,-0.002416098,-0.002134554,0.000113623,7.05E-05,0.003845964,0.008639511,0.007632762,4.37E-05,0.00238633,0.005360614,0.00473595,0.130180275,0.29243489,0.258357896,0.656921065,0.580371051,0.512741294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47E-07,-7.68E-07,3.32E-07,-2.50E-05,-9.24E-05,-9.70E-05,4.02E-06,-1.73E-06,0.000130539,0.000483312,0.000507452,7.49E-07,-5.63E-05,-0.000208625,-0.000219045,0.004240849,0.015701446,0.016485677,0.0581335,0.061037059,0.06408564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42E-10,-4.45E-09,1.33E-08,1.43E-07,1.33E-06,1.84E-06,2.67E-08,-8.01E-08,-8.58E-07,-7.99E-06,-1.10E-05,2.40E-07,2.57E-06,2.39E-05,3.30E-05,2.76E-05,0.000256655,0.000354057,0.002388973,0.003295599,0.004546294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.41849302,-25.96466205,5.00E-07,2.612477915
Th,0.031016372,0.561155398,0.81839774,0.565733382,0.391654143,0.273745385,10.15255376,14.80664195,10.23537972,7.085897706,4.952665073,21.59423639,14.92743661,10.33418317,7.223043598,10.31888138,7.143705452,4.993069609,4.945548427,3.456674931,2.416031661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.98683882,-73.47526215,1.90E-06,1.071203711
Ti,0.028102395,0.472789298,0.64755326,0.832557431,0.918822248,0.771776451,7.954116318,10.89431164,14.00678626,15.45808896,12.98421873,14.92133397,19.1843177,21.17208647,17.78376371,24.66522406,27.22089285,22.86453569,30.04136535,25.23362749,21.19530683,3.00E-32,-1.72E-31,3.16E-31,-2.46E-31,1.88E-31,-1.63E-31,1.77E-30,-4.20E-30,1.47E-30,-1.22E-30,1.05E-30,1.15E-29,-3.54E-30,-1.15E-30,-1.18E-30,2.64E-30,1.33E-30,6.24E-31,1.48E-29,-4.45E-30,1.76E-30,0.000162748,-9.56E-05,0.001297412,-0.009070534,-0.021355795,-0.019901182,0.000129707,-0.001665843,0.001642525,0.009444828,0.010095308,0.021446519,-0.02699011,-0.132095768,-0.138999223,0.690502482,1.345944958,1.189369142,2.933385327,2.678949733,2.46833661,1.83E-32,-1.95E-32,3.15E-32,-6.51E-32,1.25E-31,-3.81E-32,2.98E-32,-3.07E-32,3.94E-32,-1.15E-31,3.72E-32,6.60E-31,-2.06E-32,2.70E-31,2.86E-32,3.80E-31,-5.32E-31,1.76E-31,9.47E-31,-2.59E-31,1.32E-31,4.64E-06,-1.68E-05,4.28E-06,-0.000529298,-0.001420057,-0.001364157,6.11E-05,-1.85E-05,0.001911652,0.005167643,0.004978309,0.000383104,0.000711409,-0.003107394,-0.004803679,0.064234427,0.156454153,0.144537692,0.443506151,0.434660056,0.434546217,4.52E-33,-1.36E-32,3.46E-33,-1.85E-32,1.16E-32,-1.90E-33,1.18E-31,-6.66E-32,9.16E-32,-7.27E-32,9.43E-33,8.27E-32,-5.39E-32,4.25E-32,-4.25E-33,1.33E-31,-8.30E-32,1.42E-32,6.81E-32,-6.22E-33,4.53E-33,7.37E-08,-3.85E-07,5.12E-08,-1.69E-05,-7.27E-05,-8.22E-05,2.02E-06,-2.72E-07,8.79E-05,0.000378141,0.00042729,2.93E-07,8.99E-06,8.92E-05,0.000122588,0.005531225,0.027896791,0.033292455,0.147605026,0.178690557,0.217210532,6.25E-35,-8.25E-35,8.32E-36,-5.70E-34,6.04E-34,-6.44E-35,8.62E-34,-5.16E-34,3.97E-34,-3.61E-34,1.62E-34,2.53E-33,-7.93E-35,1.22E-34,-4.52E-34,8.50E-33,-7.64E-33,2.94E-34,7.54E-33,-4.82E-34,1.98E-34,2.92E-08,-1.74E-07,3.62E-07,2.46E-08,1.07E-05,1.94E-05,1.03E-06,-2.15E-06,-1.49E-07,-6.35E-05,-0.000115535,4.50E-06,7.07E-07,0.000135251,0.000244449,1.35E-05,0.00010629,0.000140329,0.004606834,0.007997509,0.014060438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.670172247,-12.93775701,7.36E-05,1.998524324
Tl,0.024430923,0.493902594,0.642544534,0.496342834,0.545293652,0.473817783,9.984877459,12.98986584,10.03421005,11.02381393,9.578837123,16.89921736,13.05404527,14.34147435,12.46162606,10.08378639,11.07827963,9.626163581,12.17085277,10.57552469,9.189308633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,-8.26E-05,0.000877332,-8.16E-05,-0.006909222,-0.009050028,0.000280809,-0.002981233,0.000277308,0.023477997,0.030752598,0.03165057,-0.002944063,-0.249256552,-0.326488098,0.00027385,0.023185273,0.030369174,1.962960842,2.571179566,3.367853408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15E-06,-1.72E-05,-2.28E-05,-2.98E-05,0.001798431,0.002855167,5.76E-05,7.62E-05,9.97E-05,-0.006013565,-0.009547065,0.00010067,0.000131739,-0.007949523,-0.01262057,0.000172398,-0.010402968,-0.01651563,0.627744897,0.996600426,1.582191132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69E-06,-1.40E-05,2.20E-05,-3.86E-05,0.000478068,0.001023094,7.33E-05,-0.000114995,0.000201242,-0.002494932,-0.005339301,0.000180465,-0.000315816,0.003915376,0.008379135,0.000552684,-0.006851975,-0.014663628,0.084948349,0.18179445,0.389050789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-07,-1.63E-06,3.23E-06,-5.59E-06,3.69E-05,0.000125237,9.62E-06,-1.91E-05,3.30E-05,-0.000217922,-0.000739812,3.79E-05,-6.55E-05,0.000432421,0.001468003,0.00011319,-0.000747363,-0.002537182,0.004934628,0.016752312,0.056871552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.34838776,-53.17930458,0,0.26034657
Tm,0.024569687,0.493986113,0.64294997,0.506132473,0.551512787,0.475768657,9.931843205,12.92683767,10.176052,11.08844639,9.565571954,16.82498693,13.24468878,14.43222004,12.45011558,10.42626551,11.36109428,9.800774698,12.37974069,10.67952138,9.21280823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94E-05,-0.000110893,0.001147059,-0.000417084,-0.009021119,-0.011426036,0.000312037,-0.003227648,0.001173611,0.025384051,0.032151119,0.033386126,-0.012139585,-0.262567355,-0.332564505,0.004414095,0.095472557,0.120924338,2.064978027,2.615475162,3.312727901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85E-06,-9.22E-06,-2.23E-05,1.42E-05,0.001366809,0.002078212,2.99E-05,7.23E-05,-4.60E-05,-0.004428816,-0.006733948,0.000174729,-0.000111189,-0.010709538,-0.016283691,7.08E-05,0.006815037,0.010362161,0.656413088,0.998066231,1.5175447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-06,-1.14E-05,1.77E-05,-2.63E-05,0.000439032,0.000889979,5.95E-05,-9.26E-05,0.000137314,-0.002291922,-0.004646043,0.000144171,-0.000213744,0.003567617,0.007232051,0.000316892,-0.005289265,-0.010722069,0.088283471,0.178962764,0.362782189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49E-07,-1.47E-06,2.93E-06,-4.88E-06,3.59E-05,0.0001131,8.69E-06,-1.73E-05,2.89E-05,-0.000212195,-0.000668471,3.44E-05,-5.74E-05,0.000422138,0.001329847,9.59E-05,-0.000704812,-0.002220344,0.005180184,0.01631895,0.051409014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.289111403,-35.12104829,3.21E-05,1.064302334
U,0.025124002,0.495521135,0.647865404,0.535820572,0.569832776,0.48268578,9.773172085,12.77786079,10.5679986,11.2388219,9.520020157,16.70631858,13.81705077,14.69411368,12.44687919,11.42746627,12.15284587,10.29425849,12.92427029,10.94770562,9.273425557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82E-05,-0.000174656,0.001769646,-0.001945225,-0.01431204,-0.016677047,0.000345822,-0.003503926,0.003851577,0.028338065,0.033020815,0.035502378,-0.03902483,-0.287126091,-0.334572514,0.04289677,0.315613982,0.367767913,2.322137199,2.705860959,3.152993515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66E-08,-5.95E-08,-4.72E-06,1.62E-05,0.000201974,0.000275941,6.25E-08,4.96E-06,-1.71E-05,-0.000212091,-0.000289763,0.000393721,-0.001353744,-0.016838579,-0.023005244,0.004654623,0.057896652,0.079099703,0.720149046,0.983883767,1.344204053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09E-06,-5.72E-06,8.71E-06,-2.04E-06,0.000321079,0.000570048,2.99E-05,-4.55E-05,1.07E-05,-0.001677877,-0.002978927,6.94E-05,-1.62E-05,0.002555489,0.004537051,3.80E-06,-0.000598209,-0.001062069,0.094154728,0.167163651,0.296784738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74E-07,-1.03E-06,2.07E-06,-3.00E-06,3.11E-05,8.19E-05,6.10E-06,-1.22E-05,1.77E-05,-0.000183786,-0.000484941,2.45E-05,-3.56E-05,0.000368398,0.000972063,5.16E-05,-0.000534653,-0.001410745,0.00553721,0.014610578,0.038551722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.11372316,-79.94203663,0,
